Titles,Descriptions,Ids,Pub_year,Article_links,Year,Keyword
"Renal Injury in DENV-4 Fatal Cases: Viremia, Immune Response and Cytokine Profile.",,31703246,,https://pubmed.ncbi.nlm.nih.gov/31703246/,2019,fatal
Fatal cervix rupture due to intraplacental choriocarcinoma triggered by sexual intercourse.,,31701216,,https://pubmed.ncbi.nlm.nih.gov/31701216/,2019,fatal
Fatal Liver Infection Caused By Clostridium perfringens After Common Bile Duct Stenting Due To Pancreatic Cancer: A Case Report.,,31695453,,https://pubmed.ncbi.nlm.nih.gov/31695453/,2019,fatal
Fatal Recurrent Staphylococcus aureus Infection in a Patient With an Aortic Endostent Under Alirocumab.,,31695403,,https://pubmed.ncbi.nlm.nih.gov/31695403/,2019,fatal
Fatal Peritoneal Migration of Strongylus edentatus in a Foal.,,31690421,,https://pubmed.ncbi.nlm.nih.gov/31690421/,2019,fatal
Potentially (near) fatal asthma.,,31690380,,https://pubmed.ncbi.nlm.nih.gov/31690380/,2019,fatal
[Colonic balantidiasis: report of a fatal case and review of the literature].,,31688855,,https://pubmed.ncbi.nlm.nih.gov/31688855/,2019,fatal
Fatal Acute Intracranial Subdural Hematoma After Spinal Anesthesia for Cesarean Delivery: Case Report and Review of the Literature.,,31688048,,https://pubmed.ncbi.nlm.nih.gov/31688048/,2019,fatal
Apixaban-induced fatal liver injury with a cholestatic pattern: A case report and brief review of the Literature.,,31685349,,https://pubmed.ncbi.nlm.nih.gov/31685349/,2019,fatal
Gas in coronary artery: A case of fatal decompression sickness evaluated by computed tomography.,,31683361,,https://pubmed.ncbi.nlm.nih.gov/31683361/,2019,fatal
Characterization and genomic analysis of emerging astroviruses causing fatal gout in goslings.,,31680474,,https://pubmed.ncbi.nlm.nih.gov/31680474/,2019,fatal
Patterned bruising indicating a complete renal artery transection in a fatal occupational accident.,,31679122,,https://pubmed.ncbi.nlm.nih.gov/31679122/,2019,fatal
Increased reporting of fatal hepatitis associated with immune checkpoint inhibitors.,,31678768,,https://pubmed.ncbi.nlm.nih.gov/31678768/,2019,fatal
"α-Amino-3-Hydroxy-5-Methyl-4-Isoxazolepropionic Acid Receptor Plasticity Sustains Severe, Fatal Status Epilepticus.",,31675128,,https://pubmed.ncbi.nlm.nih.gov/31675128/,2019,fatal
Causes of distraction leading to supervision lapses in cases of fatal drowning of children 0-4 years in Australia: A 15-year review.,,31667952,,https://pubmed.ncbi.nlm.nih.gov/31667952/,2019,fatal
Potentially fatal electrolyte imbalance caused by severe hydrofluoric acid burns combined with inhalation injury: A case report.,,31667189,,https://pubmed.ncbi.nlm.nih.gov/31667189/,2019,fatal
A Medical Review of Fatal High-G U.S. Aerobatic Accidents.,,31666158,,https://pubmed.ncbi.nlm.nih.gov/31666158/,2019,fatal
Fatal hemoptysis after bronchoscopic biopsy in a dog.,,31663636,,https://pubmed.ncbi.nlm.nih.gov/31663636/,2019,fatal
Burden of musculoskeletal-related disorders resulting from non-fatal road traffic collisions in Africa: a protocol of a systematic review.,,31662401,,https://pubmed.ncbi.nlm.nih.gov/31662401/,2019,fatal
Fatal progressive right heart failure in a pancreatic cancer patient.,,31661753,,https://pubmed.ncbi.nlm.nih.gov/31661753/,2019,fatal
Febrile Neutropenia and an Almost Fatal Medication Error.,,31660600,,https://pubmed.ncbi.nlm.nih.gov/31660600/,2019,fatal
Fatal Spontaneous Retropharyngeal Hematoma with Airway Obstruction in the Setting of Treatment with Dipyridamole.,,31658383,,https://pubmed.ncbi.nlm.nih.gov/31658383/,2019,fatal
[Fatal outcome of Netherton syndrome due to excessive use of topical corticosteroids in an adult patient].,,31653452,,https://pubmed.ncbi.nlm.nih.gov/31653452/,2019,fatal
Obesity and age as factors in leg amputations in fatal motorcycle crashes.,,31653188,,https://pubmed.ncbi.nlm.nih.gov/31653188/,2019,fatal
Fatal type B lactic acidosis in a patient with end-stage liver disease related to homozygous sickle cell disease.,,31650287,,https://pubmed.ncbi.nlm.nih.gov/31650287/,2019,fatal
Duodenal Varix Rupture - A Rare Cause of Fatal Gastrointestinal Hemorrhage: A Case Report and Review of Literature.,,31650032,,https://pubmed.ncbi.nlm.nih.gov/31650032/,2019,fatal
Stevens-Johnson syndrome complicated by fatal hemophagocytic lymphohistiocytosis.,,31649973,,https://pubmed.ncbi.nlm.nih.gov/31649973/,2019,fatal
Fatal Sarcocystis falcatula Infection in Three Penguins.,,31649941,,https://pubmed.ncbi.nlm.nih.gov/31649941/,2019,fatal
New drugs target growing threat of fatal fungi.,,31649174,,https://pubmed.ncbi.nlm.nih.gov/31649174/,2019,fatal
Does the inclusion of vehicle impoundment in provincial short-term administrative driver's license suspension programs reduce total and alcohol-related fatal collisions in Canada?,,31647336,,https://pubmed.ncbi.nlm.nih.gov/31647336/,2019,fatal
Fatal Propionic Acidemia: A Challenging Diagnosis.,,31646848,,https://pubmed.ncbi.nlm.nih.gov/31646848/,2019,fatal
Fatal MDR Klebsiella in ICU - How was it Dealt with?,,31645826,,https://pubmed.ncbi.nlm.nih.gov/31645826/,2019,fatal
"Correlates of experiencing and witnessing non-fatal opioid overdoses among individuals accessing harm reduction services in Philadelphia, Pennsylvania.",,31644397,,https://pubmed.ncbi.nlm.nih.gov/31644397/,2019,fatal
Fatal metabolic decompensation in carbonic anhydrase VA deficiency despite early treatment and control of hyperammonemia.,,31641285,,https://pubmed.ncbi.nlm.nih.gov/31641285/,2019,fatal
Differences between medically treated and untreated non-fatal self-harm reported by hotline callers in China.,,31637129,,https://pubmed.ncbi.nlm.nih.gov/31637129/,2019,fatal
Fatal Lyme Carditis in New England: Two Case Reports.,,31634915,,https://pubmed.ncbi.nlm.nih.gov/31634915/,2019,fatal
Unexpected Infant Death Due to Undiagnosed Biliary Atresia: A Case of Fatal Neglect.,,31634153,,https://pubmed.ncbi.nlm.nih.gov/31634153/,2019,fatal
Acquired Hemophilia A: A Rare but Potentially Fatal Bleeding Disorder.,,31632887,,https://pubmed.ncbi.nlm.nih.gov/31632887/,2019,fatal
Prevalence and risk factors associated with fatal adverse drug reactions among patients admitted at a Spanish teaching hospital.,,31630930,,https://pubmed.ncbi.nlm.nih.gov/31630930/,2019,fatal
Prescription drug monitoring programs operational characteristics and fatal heroin poisoning.,,31627159,,https://pubmed.ncbi.nlm.nih.gov/31627159/,2019,fatal
[Analysis of fatal cases of psychoactive drug overdoses in the Crimean Republic between 1993-2017].,,31626196,,https://pubmed.ncbi.nlm.nih.gov/31626196/,2019,fatal
"Fatal Case of Nosocomial Legionella pneumophila Pneumonia, Spain, 2018.",,31625842,,https://pubmed.ncbi.nlm.nih.gov/31625842/,2019,fatal
"Non-Leishmania Parasite in Fatal Visceral Leishmaniasis-Like Disease, Brazil.",,31625841,,https://pubmed.ncbi.nlm.nih.gov/31625841/,2019,fatal
Poisoning by Chinese rocks: fatal outcome of a suicide attempt.,,31625319,,https://pubmed.ncbi.nlm.nih.gov/31625319/,2019,fatal
Nearly fatal ventricular arrhythmia following pacemaker implantation in a young female with complete heart block.,,31624519,,https://pubmed.ncbi.nlm.nih.gov/31624519/,2019,fatal
Strongyloides stercoralis Hyperinfection Syndrome as a Cause of Fatal Gastrointestinal Hemorrhage.,,31620504,,https://pubmed.ncbi.nlm.nih.gov/31620504/,2019,fatal
"Invasive, gangrenous mucormycosis of arm: A fatal opportunistic infection in a highly immunocompromised host.",,31611455,,https://pubmed.ncbi.nlm.nih.gov/31611455/,2019,fatal
Burden and impact of takotsubo syndrome in myasthenic crisis: A national inpatient perspective on the under-recognized but potentially fatal association.,,31611084,,https://pubmed.ncbi.nlm.nih.gov/31611084/,2019,fatal
Illustration of a fatal radiation-induced lung aneurysm: Is central lung stereotactic radiotherapy to be banned?,,31611052,,https://pubmed.ncbi.nlm.nih.gov/31611052/,2019,fatal
Lower Proportion of Fatal Arrhythmia in Sudden Cardiac Arrest Among Patients With Severe Mental Illness Than Nonpsychiatric Patients.,,31607503,,https://pubmed.ncbi.nlm.nih.gov/31607503/,2019,fatal
Better diet quality scores are associated with a lower risk of hypertension and non-fatal CVD in middle-aged Australian women over 15 years of follow-up.,,31607277,,https://pubmed.ncbi.nlm.nih.gov/31607277/,2019,fatal
A Fatal Case of Disseminated Mucormycosis Mimicking a Malignancy.,,31606811,,https://pubmed.ncbi.nlm.nih.gov/31606811/,2019,fatal
"Most fatal opioid overdoses are not caused by prescription drugs, US study finds.",,31604691,,https://pubmed.ncbi.nlm.nih.gov/31604691/,2019,fatal
"Reply to 'Comment on ""Fatal occurrence of acquired haemophilia A in a patient with pemphigus vulgaris""'.",,31604364,,https://pubmed.ncbi.nlm.nih.gov/31604364/,2019,fatal
Fatal encephalopathy with wild-type JC virus and ruxolitinib therapy.,,31600832,,https://pubmed.ncbi.nlm.nih.gov/31600832/,2019,fatal
"PAICS deficiency, a new defect of de novo purine synthesis resulting in multiple congenital anomalies and fatal outcome.",,31600779,,https://pubmed.ncbi.nlm.nih.gov/31600779/,2019,fatal
Fatal Anaphylactic Shock Induced by Intravenous Gelatin Colloid: A Postmortem Allergological Work-up.,,31599728,,https://pubmed.ncbi.nlm.nih.gov/31599728/,2019,fatal
[Measles: from a simple rash - to a fatal outcome ?].,,31599522,,https://pubmed.ncbi.nlm.nih.gov/31599522/,2019,fatal
Fatal neutropenic enterocolitis associated with docetaxel use: A review of cases reported to the United States Food and Drug Administration Adverse Event Reporting System.,,31594460,,https://pubmed.ncbi.nlm.nih.gov/31594460/,2019,fatal
"Mushroom intoxication, a fatal condition in Romanian children: Two case reports.",,31593144,,https://pubmed.ncbi.nlm.nih.gov/31593144/,2019,fatal
Fatal Group A Streptococcal Brain Abscess in Adulthood.,,31590700,,https://pubmed.ncbi.nlm.nih.gov/31590700/,2019,fatal
Fatal Primary Human Bocavirus Pneumonia in an Immunocompetent Adult.,,31588085,,https://pubmed.ncbi.nlm.nih.gov/31588085/,2019,fatal
Fatal case of TAFRO syndrome associated with over-immunosuppression: a case report and review of the literature.,,31579342,,https://pubmed.ncbi.nlm.nih.gov/31579342/,2019,fatal
A fatal case of canine cutaneous leishmaniosis in a dog.,,31578842,,https://pubmed.ncbi.nlm.nih.gov/31578842/,2019,fatal
"The Contribution of Prescribed and Illicit Opioids to Fatal Overdoses in Massachusetts, 2013-2015.",,31577519,,https://pubmed.ncbi.nlm.nih.gov/31577519/,2019,fatal
mTORC1-mediated polarization of M1 macrophages and their accumulation in the liver correlate with immunopathology in fatal ehrlichiosis.,,31575880,,https://pubmed.ncbi.nlm.nih.gov/31575880/,2019,fatal
A fatal case of levamisole induced bone marrow failure.,,31570359,,https://pubmed.ncbi.nlm.nih.gov/31570359/,2019,fatal
Fatal Hemoptysis in a Patient With Left Mainstem Bronchus Squamous Cell Carcinoma Treated With Photodynamic Therapy: A Case Report and Review of the Literature.,,31569106,,https://pubmed.ncbi.nlm.nih.gov/31569106/,2019,fatal
Fatal anaphylaxis of ranitidine injection : have we not learnt the lesson yet?,,31566338,,https://pubmed.ncbi.nlm.nih.gov/31566338/,2019,fatal
Can CDK4/6 inhibitors cause fatal lung injury?,,31566017,,https://pubmed.ncbi.nlm.nih.gov/31566017/,2019,fatal
Fatal Elephant Endotheliotropic Herpesvirus Infection of Two Young Asian Elephants.,,31561506,,https://pubmed.ncbi.nlm.nih.gov/31561506/,2019,fatal
Fatal Immunohaemolysis after the Consumption of the Poison Pax Mushroom: A Focus on the Diagnosis of the Paxillus Syndrome with the Aid of Two Case Reports.,,31561486,,https://pubmed.ncbi.nlm.nih.gov/31561486/,2019,fatal
Fulminant and rapidly fatal hemophagocytic lymphohistiocytosis in patients with HIV infection: A report of five cases and a review.,,31558137,,https://pubmed.ncbi.nlm.nih.gov/31558137/,2019,fatal
First characterization of a canine parvovirus causing fatal disease in coatis (Nasua nasua).,,31555902,,https://pubmed.ncbi.nlm.nih.gov/31555902/,2019,fatal
Fatal PCR-negative herpes simplex virus-1 encephalitis with GABAA receptor antibodies.,,31554672,,https://pubmed.ncbi.nlm.nih.gov/31554672/,2019,fatal
Hemorrhagic Retinopathy and Optic Nerve Sheath Hemorrhage Associated With Fatal Subarachnoid Hemorrhage from a Ruptured Intracranial Aneurysm Due to Segmental Fibromuscular Dysplasia.,,31553499,,https://pubmed.ncbi.nlm.nih.gov/31553499/,2019,fatal
Fatal hepatic necrosis after nivolumab as a bridge to liver transplant for HCC: Are checkpoint inhibitors safe for the pretransplant patient?,,31550417,,https://pubmed.ncbi.nlm.nih.gov/31550417/,2019,fatal
Pazopanib-induced fatal heart failure in a patient with unresectable soft tissue sarcoma and review of literature.,,31547750,,https://pubmed.ncbi.nlm.nih.gov/31547750/,2019,fatal
Burden of Lesser-Known Unintentional Non-Fatal Injuries in Rural Bangladesh: Findings from a Large-Scale Population-Based Study.,,31547240,,https://pubmed.ncbi.nlm.nih.gov/31547240/,2019,fatal
First identification of a fatal fungal infection of the marine sponge Chondrosia reniformis by Aspergillus tubingensis.,,31535618,,https://pubmed.ncbi.nlm.nih.gov/31535618/,2019,fatal
Membrane TLR9 Positive Neutrophil Mediated MPLA Protects Against Fatal Bacterial Sepsis.,,31534550,,https://pubmed.ncbi.nlm.nih.gov/31534550/,2019,fatal
Fatal Postpartum Hemorrhage in Diffuse Midline Glioma with H3-K27M Mutation.,,31531254,,https://pubmed.ncbi.nlm.nih.gov/31531254/,2019,fatal
Vulnerability to fatal drowning among the population in Southern Bangladesh: findings from a cross-sectional household survey.,,31530589,,https://pubmed.ncbi.nlm.nih.gov/31530589/,2019,fatal
Opiate Intoxication Caused by Epidural Infusion of Morphine: A Case Report of a Near Fatal Medication Error.,,31529606,,https://pubmed.ncbi.nlm.nih.gov/31529606/,2019,fatal
Non-occlusive Mesenteric Ischemia as a Fatal Complication in Acute Pancreatitis: A Case Series.,,31529415,,https://pubmed.ncbi.nlm.nih.gov/31529415/,2019,fatal
"Raised levels of Il-6, Il-17a, and Il-22 in fatal leptospirosis.",,31529307,,https://pubmed.ncbi.nlm.nih.gov/31529307/,2019,fatal
"Most lepidopteran neuroparsin genes seem functional, but in some domesticated silkworm strains it has a fatal mutation.",,31525375,,https://pubmed.ncbi.nlm.nih.gov/31525375/,2019,fatal
Effects of ethyl alcohol on injuries severity according to injury severity scales in pedestrian fatal injury in traffic crashes.,,31524049,,https://pubmed.ncbi.nlm.nih.gov/31524049/,2019,fatal
Fatal and Non-fatal Self-Injury in the USA: Critical Review of Current Trends and Innovations in Prevention.,,31522256,,https://pubmed.ncbi.nlm.nih.gov/31522256/,2019,fatal
Ischaemic and genetic causes of fatal arrhythmias and sudden death.,,33215647,,https://pubmed.ncbi.nlm.nih.gov/33215647/,2019,fatal
Fatal crashes in the 5 years after recreational marijuana legalization in Colorado and Washington.,,31518764,,https://pubmed.ncbi.nlm.nih.gov/31518764/,2019,fatal
Fatal TTR amyloidosis with neuropathy from domino liver p.Val71Ala transplant.,,31517060,,https://pubmed.ncbi.nlm.nih.gov/31517060/,2019,fatal
"Notes from the Field: Fatal Naegleria fowleri Meningoencephalitis After Swimming in Hot Spring Water - California, 2018.",,31513557,,https://pubmed.ncbi.nlm.nih.gov/31513557/,2019,fatal
Cricket Ball Fatal Head Injuries.,,31511744,,https://pubmed.ncbi.nlm.nih.gov/31511744/,2019,fatal
Prohibition on Changing Workplaces and Fatal Occupational Injuries among Chinese Migrant Workers in South Korea.,,31509996,,https://pubmed.ncbi.nlm.nih.gov/31509996/,2019,fatal
Adding Herbal Products to Direct-Acting Oral Anticoagulants Can Be Fatal.,,31508385,,https://pubmed.ncbi.nlm.nih.gov/31508385/,2019,fatal
Fatal encephalopathy after pembrolizumab treatment for advanced non-small cell lung carcinoma.,,31506753,,https://pubmed.ncbi.nlm.nih.gov/31506753/,2019,fatal
The effect of ethyl alcohol on the severity of injuries in fatal pedestrian victims of traffic crashes.,,31504039,,https://pubmed.ncbi.nlm.nih.gov/31504039/,2019,fatal
Fatal Zika virus infection in the Americas: A systematic review.,,31499212,,https://pubmed.ncbi.nlm.nih.gov/31499212/,2019,fatal
Fatal lancehead pit viper (Bothrops spp.) envenomation in horses.,,31499078,,https://pubmed.ncbi.nlm.nih.gov/31499078/,2019,fatal
A Fatal Case of Vancomycin Associated Drug Reaction with Eosinophilia and Systemic Symptoms Syndrome in a Septuagenarian.,,31497445,,https://pubmed.ncbi.nlm.nih.gov/31497445/,2019,fatal
Gastric Conduit Perforation: A Late Fatal Complication after Esophagectomy.,,31497418,,https://pubmed.ncbi.nlm.nih.gov/31497418/,2019,fatal
[Fatal liver disease due to amoxicillin-clavulanic acid in nonagenarian patient].,,31492511,,https://pubmed.ncbi.nlm.nih.gov/31492511/,2019,fatal
Metformin - Postmortem fatal and non-fatal reference concentrations in femoral blood and risk factors associated with fatal intoxications.,,31491622,,https://pubmed.ncbi.nlm.nih.gov/31491622/,2019,fatal
